Job Code,Job Title,Job Family,Automation Index,Race with the Machine,Race against the Machine,Race ahead of the Machine,Running a Different Race,Changing the Course of a Race
53-3032,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving Occupations,48.90505218,5.69300956,32.66874295,0.257861559,9.171415784,1.114022325
53-3033,Light Truck or Delivery Services Drivers,Transportation and Material Moving Occupations,47.80377301,3.824645075,32.73275483,0,10.07856544,1.167807665
53-3041,Taxi Drivers and Chauffeurs,Transportation and Material Moving Occupations,48.79753891,6.881673691,33.29513683,0.450259187,7.604071886,0.566397322
53-4011,Locomotive Engineers,Transportation and Material Moving Occupations,50.3810152,4.621866856,33.82898297,0.457773164,9.640811646,1.831580559
53-4031,Railroad Conductors and Yardmasters,Transportation and Material Moving Occupations,49.37223014,6.450751389,28.48537169,1.001538258,12.09068163,1.343887173
53-5011,Sailors and Marine Oilers,Transportation and Material Moving Occupations,49.03434991,6.422705981,30.09198307,0,12.11798434,0.401676516
53-5021,"Captains, Mates, and Pilots of Water Vessels",Transportation and Material Moving Occupations,48.91561371,8.459350946,29.90326304,1.337265075,8.303516448,0.912218203
53-5031,Ship Engineers,Transportation and Material Moving Occupations,49.05931151,10.06806665,26.95119901,1.276895819,9.631810466,1.131339572
53-6021,Parking Lot Attendants,Transportation and Material Moving Occupations,47.81938055,3.839649139,31.6988424,0,12.28088901,0
53-6031,Automotive and Watercraft Service Attendants,Transportation and Material Moving Occupations,48.11618303,8.607179218,23.56552336,0.28715791,14.20812386,1.448198681
53-6041,Traffic Technicians,Transportation and Material Moving Occupations,50.70674173,13.64203116,26.23392279,2.265794922,4.818562152,3.746430706
53-6051,Transportation Inspectors,Transportation and Material Moving Occupations,49.89512195,6.814328024,31.30675831,0.268048046,7.997032048,3.508955523
53-6061,"Transportation Attendants, Except Flight Attendants",Transportation and Material Moving Occupations,47.8406365,10.04743282,16.65268508,0,21.1405186,0
53-7011,Conveyor Operators and Tenders,Transportation and Material Moving Occupations,49.91958749,6.122936709,33.09461893,0.196429336,9.776503771,0.729098744
53-7021,Crane and Tower Operators,Transportation and Material Moving Occupations,49.70532522,6.264176396,33.84822056,0,9.062532762,0.530395502
53-7032,Excavating and Loading Machine and Dragline Operators,Transportation and Material Moving Occupations,49.41626672,7.864956857,32.61088572,0.277083879,8.593027196,0.070313066
53-7051,Industrial Truck and Tractor Operators,Transportation and Material Moving Occupations,49.08807266,3.702912059,30.88832047,0,12.81451261,1.682327522
53-7061,Cleaners of Vehicles and Equipment,Transportation and Material Moving Occupations,48.01179333,4.071620692,24.99255092,0,17.46627257,1.481349148
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving Occupations,47.76887204,3.19559904,28.27405411,0,14.9967798,1.302439089
53-7063,Machine Feeders and Offbearers,Transportation and Material Moving Occupations,50.97557444,2.886015464,31.61076412,0,16.47879486,0
53-7064,"Packers and Packagers, Hand",Transportation and Material Moving Occupations,47.8007648,2.172129142,27.51679963,0,18.11183603,0
53-7071,Gas Compressor and Gas Pumping Station Operators,Transportation and Material Moving Occupations,50.12229187,8.671311081,31.00295493,0.299598004,9.573224633,0.575203221
53-7081,Refuse and Recyclable Material Collectors,Transportation and Material Moving Occupations,49.00435201,5.05286892,30.22130151,0.652081283,11.97709595,1.101004344
